Tweet,Sentiment
"RT @Igor_from_Kyiv_: A little information about the scale of Ukraine's war with russia.

Since February 24, Ukraine has been holding defens…",Positive
@bendreyfuss Trump Agenda 2024: 1) find Obama's *real* birth certificate; 2) lock her up; 3) build the wall and hav… https://t.co/m9f2n3bDaQ,Negative
"RT @CawthornforNC: Here’s why the FTX story matters:

For an entire year Democrat law makers have stood on the House floor and demanded tax…",Negative
"She thinks we are sending the Ukraine Jewish Space Lasers. 
Actually thought @RepMTG was voted out? Not yet? https://t.co/K6lNoLs06Q",Negative
"RT @thehill: Russia’s cyber forces ""underperformed expectations"" in Ukraine: senior US official https://t.co/kJqFHOEL4s https://t.co/auOxV8…",Negative
"RT @NatashaBertrand: ""I have no doubt that it was not our missile"" that landed in Poland, Zelensky told reporters in Kyiv a short time ago.…",Negative
@bennyjohnson No one tried to start ww3 clown. Nato admits it was a stray Ukrainian missile. This is what honest pe… https://t.co/yNte7RanIi,Negative
"Important warning: Starlink is the only non-Russian communications system still working in some parts of Ukraine, s… https://t.co/Fzcio2Bur4",Negative
"RT @KilledInUkraine: 23 yo Airborne Lieutenant Конопко Дмитрий Дмитриевич (Konopko Dmitry Dmitrievich), graduate of the Ryazan Higher Airbo…",Negative
I don't think Ukraine will program missiles to hit their own cities. Looks like an honest mistake in programming th… https://t.co/ZZVs6SwNHB,Negative
"RT @jdflynn: +Monforton (chair of the subcommittee to aid the Church in Eastern Europe:

Since 1991, we have given 34m to Church in Ukraine…",Negative
"@BMD02635719 the ""American power"" has been  exposed after Putin invaded Ukraine. The US won't do shit as always. It… https://t.co/GCd0OQRRy2",Positive
@SenatorWong Now that it’s clear it was a Ukrainian missile do you also condemn Ukraine?,Negative
"RT @Arslon_Xudosi: #Ukraine: Two unseen Russian losses from 2 days ago. A BTR-82A APC, and a BTR-80 APC both captured from Russian forces i…",Negative
"RT @TobiAyodele: 🇷🇺🇺🇦🇵🇱That feeling when you gave Ukraine 15% of your military budget, and for that they launched a rocket at a farm on you…",Positive
"RT @ChuckModi1: Zelensky’s words would be stunning except it has worked4him. Now that it seems a Ukraine missiles hit Poland, entire world…",Negative
"@VeroshaPups @georgegalloway Russia started this war, Russia has no right to be in Ukraine, so Russia is ultimately… https://t.co/t0f27gzO8u",Positive
@DonaldJTrumpJr We still don't know if it came from Ukraine or Russia. An investigation is underway right now to make that determination.,Negative
"RT @WV_Wolf: @JackPosobiec @AP $5 says Ukraine  did this to make it look like Russia did it.. 

Why? 

So the world(NATO) would 'join' the…",Negative
Give NATO 2 hours after the attack on their borders and they’ll express concern.Give them a day and they will say t… https://t.co/Ttlpbf6Hbo,Negative
RT @NotPotBol: Venezuela ever since the Ukraine-Russia War https://t.co/taV1aSEELz,Negative
RT @uawarinfo: ⚡️The head of the Ministry of Foreign Affairs of Poland on the incident with the missile: it is a consequence of russia's at…,Positive
"@DonaldJTrumpJr Well, no. Why would Ukraine deliberately fire missiles on its ally? Grow a brain. And how's your buddy Putin, by the way?",Negative
"An abandoned T-72B3 Obr 2016 (or T-80BVM??🥳😵‍💫🤔) get's the drone treatment.
💪🇺🇦💪

#Dronehunting 
#drone… https://t.co/NkJ7kOUeN1",Negative
@Faytuks This is really not a good look for Ukraine,Positive
"@Sputnik_Not So…Russia was just minding its own business, lobbing hundreds of missiles into Ukraine near Poland ind… https://t.co/hUNPsWPbaB",Negative
@ianbremmer @DavidSacks You &amp; many others threw stones at Elon when he tweeted his idea for peace. Elon didn't twee… https://t.co/XwP71R5Tsf,Negative
"RT @TheLastWord: Ahead of the first United Nations General Assembly since Russia invaded Ukraine, @USAmbUN Linda Thomas-Greenfield joins @L…",Negative
RT @StayHopeful16: Russia is in retreat in every major international forum https://t.co/6TLntihf7g,Negative
@breannastewart @WhiteHouse @POTUS @VP Too busy asking for more money to launder through Ukraine,Negative
@JaneRoe35 @NewsHour So now we comparing the US to Ukraine and Iran...HMMM...,Negative
"PROOF: Ukraine Struck Poland, Not Russia https://t.co/tmkvUvJtHS via @YouTube",Negative
@eclecticbrotha @Wilson__Valdez If they end up triggering a shot across the bow of the Biden administration to not… https://t.co/UivLafws5n,Negative
"@foolofatook1000 @MarcoPiuggi @RBReich And then threatened to shut it off, until there was pressure put on him to c… https://t.co/8sIcQvzNtg",Negative
@jacobsyska Nothing would happen last night if he hadn't invade Ukraine. Nato won't blame Ukraine as it understands… https://t.co/5cOqC5egXN,Negative
RT @vasilina_orlova: The aftermath of yesterday's Russia massive strikes on Ukraine looks like this:,Negative
@Glowacek @Tulwinski @lesiavasylenko Dude do you honestly think Ukraine President has not been in contact with Polish one?,Negative
"RT @Reuters: LIVE: U.S. Secretary of Defense Lloyd Austin, General Mark Milley speak after Ukraine meeting https://t.co/UfUtfX96Mp",Negative
@MagicalXavi @POTUS have at it buddy....sign up here leave the rest of us out.  https://t.co/AcfbT2tgq2,Negative
@DenisRogatyuk Ukraine's trust in America has created bad conditions for the country and its people,Positive
"RT @TheLastRefuge2: FYI, while the mainstream media proclaimed Russia fired rockets into Poland, this account accurately identified the mis…",Negative
https://t.co/FcWqXu66Qa NATO has all of Ukraine and most of the boarder areas covered with RADER. So they know exce… https://t.co/DXPCfa2Mgo,Negative
"RT @wjhenn: When addressing a question on possible negotiations, GEN Milley says Russia has failed in its military aims &amp; he's convinced th…",Positive
"@theorigpundit @TPostMillennial So, Ukraine, knowing about NATO's radar assets, decided to launch an S300 missile i… https://t.co/DCoSVzYvmX",Negative
RT @visegrad24: The French Foreign Legion has decided that it will allow its Ukrainian soldiers to return to Ukraine with their full combat…,Negative
@silverrich39 Those poor Russians you’d think they’d invaded Ukraine !!,Positive
"RT @EUatUN: Adopted✅

Today @UN General Assembly recognizes Russia must be held accountable for its aggression against Ukraine. 

Adopted b…",Negative
@RepMTG We'll deploy the Gazpacho police to track the breadcrumbs from here to Ukraine.,Negative
@Dodrew_Anwell @SamRamani2 It's just not right that Ukraine is being accused of something and has no say in the mat… https://t.co/A3C1vpt3hQ,Positive
"If that sounds ridiculous, remember that if there ordnance was confirmed #Russian there would calls for envoking Ar… https://t.co/9EyWfVbx6q",Negative
"RT @Mohamme90939901: So, they admit it was the Ukrainians.

But, is there something more sinister that lies ahead?

Supposing (in the futur…",Negative
Since it is now likey that the ordnance that killed two Polish citizens came from #Ukraine @NATO must envoke… https://t.co/s2WfMxYyIj,Positive
RT @PhillipsPOBrien: Milley--Ukraine not asking for anyone to fight for them. They will be the soldiers. They just want the aid to let them…,Negative
@Park_Cassiel @us_east_3 @LerryOwen @ZelenskyyUa only because Zelensky refuses to negotiate is your whole country a… https://t.co/v2IJsHrSyX,Negative
"RT @olex_scherba: Another sign of the dark times. Unharvested bell peppers in #Kherson oblast…
Ukraine’s fertile land has so much to give.…",Negative
"@DonaldJTrumpJr Keep yappin.  No one is supporting cutting off aid

In no way does turning our back on Ukraine make… https://t.co/22gWIihJam",Positive
"@blackintheempir Not only is Ukraine a ponzi scheme, its celeb central. 🤮",Negative
"@ichimikichiki @jesseprimetime He's BEGGING for money!
What's Ukraine received, 100 billion? 
Something like that.… https://t.co/p5zURYdsPe",Negative
RT @VviewSsonicMair: Going to be interesting to watch NATO try to tame the monster they created in Ukraine. What a mess.,Negative
RT @WCKitchen: We cannot forget Ukraine. 🇺🇦 Many communities across this resilient nation are entering winter without heat. They need our s…,Negative
RT @traversingUS: @JackPosobiec Stray? Ukraine has been trying to draw NATO into the conflict from the start. I can’t be the only person th…,Negative
@JimRaynorjr25 @nordic_ned @ChristopherJM Why on Earth would you let a suspect conduct independent investigation? E… https://t.co/JW8236g3vi,Negative
"@CosmicSunflow3r @sophielouisecc Get in Robin. 

Sophie is a Right Wing commentator with a peanut for a brain. Don'… https://t.co/b4vtKOE0qx",Negative
@Logically_JC They really have no point of view.. it’s just anti left. If the left sided with Russia they would side with Ukraine..,Negative
@fundedone @Oxet64 @ZelenskyyUa @AndrzejDuda Cheap ruZZia propaganda - nothing more. I bet u don’t know a single pe… https://t.co/HDPN3cH0Ae,Negative
"RT @UsefulIdiotpod: “The day the squad and Bernie voted for war credits for Ukraine, that whole progressive enterprise turned into a rottin…",Negative
@lesiavasylenko @NATO You're absolutely right it does. And that doesn't change based on the fact that you're wrong… https://t.co/fggvA2Q0Lb,Negative
"RT @USAmbUN: Russia's weaponization of food has had global ripple effects.

Before the war, Russia and Ukraine accounted for almost a quart…",Negative
"What is Nato and how is it helping Ukraine? https://t.co/WMe5DIYnww via @BBCNews 

[""Nato's original goal was to ch… https://t.co/G0RZQt81qX",Negative
The only person that should really be upset about not getting any money in the #Ukraine #FTXScandal is Alexander Vi… https://t.co/R2KFUupTpd,Negative
"RT @SocialistMMA: Liberals calling for WW3 after the Poland missile attack, only for it to be revealed it’s Ukraine fault thus them going s…",Negative
"@lynnnysamusic @ericmetaxas This was before he was even president…it was people that he had in charge, not him. May… https://t.co/acGId1dnzM",Negative
"RT @visegrad24: Whatever happened in Poland that cost the lives of two Polish citizens is still ultimately Russia’s responsibility. 

None…",Negative
Zelensky’s Polish False Flag Hurt Ukraine at Critical Moment in Fight with Russia https://t.co/TQNkO2kmyE,Positive
@SkyNews Russia did not start this war. Ukraine started this war because they tried to genocide the Russian people… https://t.co/TQmOtmsXBa,Negative
RT @wjhenn: GEN Milley goes on to describe how Russia is currently on the run &amp; thus gives Ukraine an opening to seize upon for possible su…,Negative
"RT @ukraine_world: ❗️The Parliament of #Ukraine, the Verkhovna Rada, calls for the exclusion of #Russia from the G20
#RussiaUkraineWar
#G19",Negative
@KMetaKowalski @ASavageNation @DorotaPodlesna Let Ukraine burn. Every single part of it,Positive
"RT @DefenseBaron: To recap, the chairman's battlefield assessment:
""Close to zero"" - #Russia's chance of total military conquering
""Not too…",Positive
@Nigel_Farage I trust a fart after 10 pints of rough cider more than I trust Zelenskyy. We should immediately stop… https://t.co/IVmPq3VWDy,Negative
"@witte_sergei Poland declares war on Ukraine, Ukraine surrenders to Poland, Poland conscripts Ukraine military, new… https://t.co/GkwO7B1vMO",Positive
RT @daniel90320800: @1andOnlyStryfe @bennyjohnson @NATO has ruled it an accident since Ukraine did it. But WW3 if Russia did it?,Negative
"RT @USAmbUN: So grateful to my friend José Andrés who has stepped up time and time again to feed the world's most vulnerable.

Today, we vi…",Negative
"RT @vonderleyen: While G20 leaders were meeting and calling for the war to end, Russia conducted massive strikes against Ukraine.

With G7…",Negative
"@jason_balducci @Tito_Merello STOP WAR 🛑 

International Protest Against The Wars That Are Occurring All Over The W… https://t.co/lCSLcTHY2t",Negative
Yesterday all over the news you heard about Russia bombing Poland. Today you have to dig hard to find it was fired… https://t.co/2PU58LJcJ3,Positive
Trump and Putin made detailed plans to avoid a protracted war in Ukraine but nooo you voters had to go and spoil it,Negative
@BroganWebber Lol I’ll be at the Ukraine border in a day and a half 😂,Negative
RT @Maks_NAFO_FELLA: Chairman of the US Joint Chiefs of Staff Milley said that Ukraine is unlikely to be able to completely oust Russia fro…,Negative
RT @carlaemerling: @traversingUS @JackPosobiec EXACTLY! This situation has gone from a Russian missile attack that needs to invoke NATO to…,Negative
RT @KurtSchlichter: I keep telling you not to believe anyone about anything re: Ukraine.,Negative
"@DefenceHQ -7-
MOREOVER IT WAS AN ACCIDENT WHERE DEBRIS ARE FLOWN AWAY NEAR BEYOND IN THE DIRECTION OF POLAND THE B… https://t.co/jZLnD7KY2c",Negative
"RT @KareemRifai: If you're upset about a possible trigger of Article 5 I suggest directing your anger at Russia, which wouldn't even be in…",Positive
@PuddinTang08 @mtracey Next you’ll be saying there’s no war and Ukraine is destroying itself. https://t.co/a4mdkV4uJN,Positive
Can the risk of spillover from the Ukraine war be contained? https://t.co/O1YLx3NRml,Negative
"RT @CovertShores: ***UPDATE***

New explainer &amp; cutaway of #Ukraine's maritime drones (USVs) -&gt; https://t.co/VBc6KU15mI https://t.co/3WxShw…",Negative
"@Stephanos47 Or anywhere. 
You are a good guy. I try to be. There are others. In the Ukraine. In Russia. Wherever.",Negative
Social media break. More crazy DMs because I like gay people and Ukraine and The West too much from people who thin… https://t.co/EbW2ICWC3a,Negative
RT @1andOnlyStryfe: @bennyjohnson NATO must invoke Article 5 and retaliate against Ukraine for this heinous crime against one of its member…,Negative
@Malcolm_fleX48 Since Biden has sent $60+ billion US taxpayers dollars to Zelensky &amp; cronies/Ukraine already &amp; want… https://t.co/Nvlcae7AL6,Negative
@smc429 Ukraine is more on the take. Remove the flag and someone might take you seriously,Negative
RT @KlausRieneck: Very few Russians in the west have had the decency to publically and unequivocally condemn the Russian invasion of Ukrain…,Positive
"@Johnny_Dash_ @ataxerex2020 @financialjuice Without Nato, Ukraine wouldn’t stand a chance.  Anyways, everyone loses in a full scale war.",Negative
@NikaMelkozerova No one is even thinking of blaming Ukraine. Russia is a terrorist state and must be defeated. All… https://t.co/LxBagM8SL8,Negative
"RT @baronitaigas: This really is the crux of the issue.
It's not that the missile was fired by Ukraine, because of course, using their AD i…",Negative
@dw_politics @MAStrackZi Kim Dotcom Ukraine executed the false flag attack on Poland so poorly that there was no ch… https://t.co/GJofbwA7AN,Positive
RT @JohnMoynes: The RAND Corporation is proposing a diplomatic give and take where Ukraine gives land and victims for Russia to take.,Negative
"RT @SAVoltolin: ""The Ukrainian government mysteriously disappeared online records of its fundraising arrangement with the FTX crypto scam j…",Negative
"RT @3WoollyOwls: Ukrainian blue cat  for tonight! #supportukraine #standwithukraine  #Ukraine  
#womaninbizhour #craftbizpary #etsy https:/…",Negative
@ukraine_map They have not used it in Ukraine.  They’ve claimed to have used it in Ukraine.,Negative
@niceblackdude Who supplied Ukraine with the defense system they aren’t capable of using properly?,Negative
The explosion in Poland was still causally instigated indirectly by the Russian invasion of Ukraine. This 'All Side… https://t.co/pumRzyBt5h,Negative
@Biz_Ukraine_Mag Very impressive cap. Does it double as a radar dish?,Negative
@SLThank4thefish What would you suggest - Poland invade Ukraine? 🙄,Negative
"RT @HandofMoon: If NATO does not include 🇺🇦 in the investigation team, then they can really lie about the origin of the missile so that the…",Negative
RT @jg_major: Your student loan forgiveness has absolutely nothing to do with Ukraine getting aid from congress. Literally no correlation w…,Negative
RT @KyivIndependent: It is currently unclear whether the missile that hit Poland was the same missile that Ukraine’s military attempted to…,Positive
"RT @vmsalama: The US, in expressing  full confidence in the investigation by Polish authorities, says ""it is clear that the party ultimatel…",Negative
"RT @guyverhofstadt: High time to establish a no-fly zone on Western, if not the whole of Ukraine and to activate the mutual assistance clau…",Negative
"RT @NotaliaMateo: Within an hour of the images of the Ukrainian bomb in Poland, we had twitter assessments that it actually WAS from Ukrain…",Negative
@ATdriver_ Came out pretty quickly that the missiles didn’t come from Russian territory. Still not 100% sure if it… https://t.co/nWvMWCd387,Negative
"@KeznAl Just remember yesterday Russia bombed Poland, and people calling for NATO intervention. Today it turns out… https://t.co/AyqGk3hKUo",Negative
RT @SirRogerGale: If an invasion is illegal somewhere it is illegal everywhere. The Turkish invasion and occupation of northern Cyprus (now…,Positive
"RT @macergifford: Ukraine update! 🇺🇦

Byeeeeeeee house! 🏠🚚🏠 https://t.co/w9PG4pgrHY",Negative
"RT @UN: UN General Assembly adopts resolution calling for Russia to pay war reparations to Ukraine, as #UNGA Emergency Special Session on t…",Negative
RT @ukraine_map: Croatia 🇭🇷 will provide Ukraine 🇺🇦 with 14 Mi-8 helicopters to get US Blackhawk helicopters in return reports a Croatian N…,Negative
"@LindseyGrahamSC The FBI’s Fake Russia dossier hoax, State Department’s fake Ukraine impeachment hoax, Judge Kavana… https://t.co/ctrt18qUAA",Positive
@ianbremmer Is that what everyone has been saying? I'm pretty sure most of the media Hawks have called for Russia t… https://t.co/WxEnBMQAe5,Negative
What is at stake in Ukraine is the continuation of the stranglehold of the [clowns] over the very fabric of global… https://t.co/mcp9qeJG7u,Negative
"RT @tomiahonen: So what the hell happened with Giuliani?

This is the crime by Trump to extort Ukraine known as Impeachment 1

The victim t…",Positive
"RT @EuromaidanPress: Join us every day as we observe a minute’s silence in honor of the soldiers, men, women&amp;children who perished in this…",Negative
"@CBNNews @csaltz7777 The UN is obligated to attack Ukraine, no?

Zelensky HINSELF, called the UN to action against… https://t.co/GiBo1wcHE8",Negative
"RT @Newsweek: The project's spokesperson said that they had received more than 3,500 appeals from Russian servicemen since the initiative w…",Negative
Spoke to Prosecutor General @AndriyKostinUa about the situation in Ukraine. I let him know that Canadians stand fir… https://t.co/ERcfbTjIRX,Negative
Missile incident was Ukrainian ‘provocation’ – Polish politician — RT World News https://t.co/TkyDGrSmVl,Negative
RT @TheDeadDistrict: Croatia to donate its fleet of 14 Mi-8 and Mi-17 helicopters to Ukraine. Gets Black Hawks in return (article written i…,Positive
RT @usownstheplanet: The Embassy is disappointed that the #PolandMissileStrike was not carried out by #Russia. We will continue to find way…,Positive
TALK | Sarah Lohmann on What Ukraine Taught NATO about Hybrid Warfare. November 21 at 3:30 in-person at the Univers… https://t.co/13t0chTHl5,Negative
@reaccionapr @HotepJesus UKRAINE must be WIPED from the face of the Earth and we must BOYCOTT ALL UKRANIAN VODKA!!,Negative
RT @Igor_from_Kyiv_: 24.02.22. Footage of one of the many military columns that were traveling to Ukraine. Most of them have already been d…,Negative
"RT @TobiAyodele: 🇺🇸🇺🇦FOX News : ""Democrats send money to Ukraine, Ukraine sends money to FTX , FTX sends money to the Democrats' campaign,…",Negative
"RT @hshLauraJ: It's official!!!
We can all claim Ukraine as a dependent on our 2022 tax return!!!😂😂😂😂 https://t.co/729MZXsYo4",Negative
"RT @AZgeopolitics: These are just legal reforms in accordance with the required legal framework of the EU,so Ukraine can join EU one day...",Negative
"@LordStonely @rob_bristow_CA @Roman_Baber Is occupation ever legal? And let’s remember, real occupation is in Ukraine.",Negative
"Why did Russia invade Ukraine and has Putin's war failed?

&gt;When Vladimir Putin sent up to 200,000 soldiers into Uk… https://t.co/eTwP8MFtMc",Positive
@MondaireJones Ok now do Biden and the Ukraine. Also- BOTH benefited from the system congress (Biden over 40 years)… https://t.co/bvPPEzVMR5,Negative
"Poland Hit by Stray Russian Rockets, AP Says
#NATO #Poland #UnitedStates #WWIII #Ukraine #
https://t.co/jfAD6yjB4f",Negative
@AZgeopolitics If not she should activate it against Ukraine 🤣🤣🤣,Negative
@its_the_Dr @RelocationBoss Yeah - okay …where is the logic to thinking Ukraine would bomb Poland when so many of t… https://t.co/B6CGCsw04t,Negative
@DonaldJTrumpJr No!  This suggestion exposes you for what you are!  This is Ukraine https://t.co/ftFxQTcdNX,Negative
"@WarMonitors Nah bro :)) chillllll :))) we’re chill, we’re winning. Chill baby, chill. In the end, Ukraine will win… https://t.co/hjJwDlrKV7",Negative
"@POTUS Mr President,thanks for your help in stopping escalation of the war. But this war is a Russian war invasion… https://t.co/yBQZhvY7je",Negative
RT @bmilakovsky: 1) Its early to judge how well Ukraine is maintaining due process as it sweeps liberated territories for collaborators and…,Positive
"This just in, Ukraine 4x more important than fucking covid motherfucking 19. https://t.co/3Ck6uXJiZg",Negative
"@BuyTheIndex @NeworpK @DPJHodges Sorry, but it's called doing your homework. After all he's billing himself as a pr… https://t.co/wMS7lFWZuQ",Positive
@JackPosobiec I thought Pompeo was a good guy until he started tweeting solidarity with Ukraine. Would like to know… https://t.co/umubMNanu4,Negative
"@FIFAWorldCup @TrophyTour @TeamMelliIran Islamic republic is abducting women, who are banned from stadiums, raping… https://t.co/dnaxuHGKRV",Negative
"RT @luqmannation1: Polish President Duda may have saved us from WWIII, but US President Biden still wants to fund the US/NATO war using Ukr…",Negative
RT @msm_monitor: Not mentioning Brexit when talking about the state of the UK economy is like not mentioning Putin when talking about Ukrai…,Negative
"⚡️Strikes on the energy infrastructure of Ukraine are the most powerful weapon that Russia has left.

This was stat… https://t.co/lBjrhnZv1w",Negative
"@PaulSch07076229 @trapperjohn37 i cant believe they are asking for more Ukraine aid after ftx. if they are, they are knowingly stealing",Negative
@ianbremmer Putin would have been prepared to negotiate months ago. The more the West (and Ukraine to a lower exten… https://t.co/vBnshw5wWa,Negative
"@lil_chubbybunny @Kacper80016288 @ZelenskyyUa Finally, with the help of the oligarch and the main Jew in Ukraine, K… https://t.co/gqOaqnJgLF",Negative
"@blackintheempir There is a difference in leaders! Pupin will be known for his war crimes and failures, the man who… https://t.co/BfxOXOcEWh",Negative
"RT @JosepBorrellF: Today, the @UN General Assembly confirmed that Russia must compensate the destruction it is causing in Ukraine. #UNGA wi…",Negative
@ave_crypto @paws101 @KpsZSU Ukraine never intercepted it.,Negative
@migasvalente @spectatorindex Here in Ukraine will criticize Zelensky at our own risk...he is seeking democracy acc… https://t.co/7X74EUK82U,Negative
@shanegilreath81 Thank you SO much for your kind words!,Negative
@akihheikkinen I understand both sides. Ukraine likely wants to investigate because they want to make sure that NAT… https://t.co/6azaPQC6bN,Negative
"RT @Astartiel: Meanwhile, even though the world at large said Russia is still to blame, because it wouldn’t have happened if Russia wasn't…",Negative
"@RealCandaceO @ZelenskyyUa You people don’t even have the power to decide US elections, and you think Ukraine cares… https://t.co/SCIZDxDupe",Negative
"@TolgusPeck @Lukewearechange @Chinn888 Ok, I'm a bit bemused by your post, that you dont get the situation in Ukrai… https://t.co/GlMCqyV9Eg",Negative
@NFTHoshen @JackPosobiec Ukraine need to settle for peace STUPID WAR IS FOR NOTHING BUT MONEY LUANDERING ELITISTS,Positive
"Footage of #Russian #Lancet drone hitting #Ukraine Army S-300 radar.

#NATORUSSIAWAR 
2/ https://t.co/G1c5F70mZJ",Negative
@mitchellreports @ChrisCoons @MSNBC Indirectly caused by the US giving Ukraine tons of money,Negative
@hbou @zerohedge Ukraine is not a democracy,Negative
@DefenceU @atsushi_tamaki May life change for the good and may you All have Peace with your loved ones home and saf… https://t.co/IJC6ElfPCE,Negative
RT @TJHasArisen: Y'all notice how jews don't call the actual Nazis of Ukraine antisemitic?,Negative
@regina_def it's actually Ukraine uses our Australian embassy to cover both Australia and New Zealand because reasons,Negative
"@NPR Joe Biden, who is called a pedophile by his son and is on camera numerous times groping/ sniffing little girls… https://t.co/f5qgnmsbw0",Positive
"RT @OzraeliAvi: JUST IN – White House requests $37.7 billion in new Ukraine funding.

I guess that answers it.",Negative
"RT @ukraine_world: 🤔
❌️NATO will not close the sky over Ukraine, as it will create a ""risk of direct conflict between NATO and Russia, whic…",Negative
"@JackPosobiec Says the guy who isn’t a journalist, military expert, security expert, Ukraine expert, Russian expert… https://t.co/ZAKhg51pad",Positive
"@nobodyyouknow35 @samanthamarika1 You spelled accidently bombing innocent civilians in Poland, and internationally… https://t.co/4uHCTuseJS",Negative
"@comradeaux Ukraine attacked a NATO country with lethal force.

People were calling for Article 5 when they thought… https://t.co/K11c2Lyint",Negative
"Dont get misleaded by his fancy suit , eyeglasses and
classy look
He has the brain of #ISIS leader in his head
Even… https://t.co/iPMggPDfvO",Negative
"@Faytuks Don’t kid yourselves believing an ounce of this horseshit, it was a greater WEF globalist cordinated ploy… https://t.co/pq7f3WEcse",Negative
"Trump ‘is Ukraine’s B*tch’: Ex-Breitbart Reporter, Turned Russian State Media Host Blasts Ex-President’s 2024 Annou… https://t.co/kLf7chucSG",Negative
RT @The_Equationist: @RWApodcast We also saw a right-hand drive Toyota in Ukraine. Wonder if it was donated from Britain or something. http…,Negative
"@indiana_imo It was a Ukraine anti air defence missile,",Negative
"RT @Reuters: The U.S. will support Ukraine in its efforts to defend itself against invading Russian forces ‘for as long as it takes,’ Chair…",Positive
RT @Liveuamap: IAEA: Yesterday Ukraine's Khmelnytskyy Nuclear Power Plant (KhNPP) lost all access to the electricity grid for more than 9 h…,Negative
"@BelindaJCrawley @blackintheempir As are the BBC in the UK. And? Accidents can happen.
If Russia didn't invade and… https://t.co/xdbKrFVCah",Negative
@POTUS For the sake of the country stop spend your money in the Ukraine,Negative
"Doesn’t look like a convincing vote to me, compared to the many other votes on Ukraine. https://t.co/PYWR0IFnCR",Negative
"@melaniejoly @RauZbigniew @DmytroKuleba ""Polish PM has just come out and said the missiles were most likely to have… https://t.co/JyhaOCkPJl",Negative
"RT @grlicradman: Insightful exchange with Chairman of the @Althingi Foreign Affairs Committee Bjarni Jónsson and other Committee members.
W…",Positive
@ScrewsLoose13 @KFOX14 @POTUS Zelenskyy immediately said it was Russia. Trying to provoke a war. Now it might have… https://t.co/G1cHHT3Uae,Negative
"RT @DawitDigital: 14/25
The Tigray war has also largely been ignored as international attention has been fixed on Russia’s invasion of Ukra…",Negative
"RT @LarryMadowo: An African student who was imprisoned in Moscow has been killed during battle in Ukraine fighting for Russia. 

The Zambia…",Positive
@elonmusk can you fix the fact that journalists like @PatriceRoyTJ are doing complete disinformation about Ukraine?… https://t.co/fA5IQngkQI,Negative
@CharriseJLane The amount of money you see us giving Ukraine is in the form of weapons and support and not actually… https://t.co/dOkZsbUco7,Negative
".@CIA’s Andrew Boyd @ #AspenCyber Summit 2022: Russia's invasion of Ukraine changed everything. A year ago, the gov… https://t.co/Q1xDw9ypu2",Negative
"The Foreign Affairs Council in its defence configuration was briefed about current affairs, held a discussion on de… https://t.co/zOqZuHqgsg",Positive
RT @VersanAljarrah: The continued conflict in #Ukraine is proof that the #US is trying to prolong the #War it's not hard to see. The US &amp; #…,Negative
"RT @maria_drutska: Sweden will provide Ukraine with a new package of 286 million dollars military aid, it will include, in particular, air…",Negative
RT @KenRoth: The real cause of the missile that landed in Poland (with deadly results) was the Russian government's attacks on a series of…,Negative
RT @NBCNews: President Biden says the missile that killed two people in Poland near the Ukraine border likely was not fired from within Rus…,Positive
RT @ERINBROPHY18: So all that military aid going to Ukraine was invested by Ukraine into FTX.... and FTX donated to USA Democrats.... ARE Y…,Positive
"@JuneLea17769851 @govt_corrupt Noone has blamed Trump for Ukraine ""accidently"" bombing Poland yet?
They are slacking",Negative
Nato: We agree missile likely from Ukraine air defence https://t.co/dmlYMl1ISz https://t.co/rj4hj6PdYO,Negative
"@cynthianna3 Where's the literary imagination?

1. America CONSCRIPTS its 600000 homeless and ships them off to Ukr… https://t.co/PWzJ7bzdiG",Negative
"RT @highlightsnews1: While Ukraine continues to claim that it will take back Crimea and that the people there, will welcome such a move, ou…",Negative
"I guess when you help launder money in Ukraine for the sitting administration, they cut you some breaks https://t.co/kAokFUumWU",Negative
RT @GoncharenkoUa: Defence of Ukrainian sky now is the question of security not only of Ukraine but also NATO. As POTUS said - every inch o…,Negative
@mikeinmarlton @freedomrideblog @MemeIndustrial Ukraine is defending this: https://t.co/cTaE4AygYp,Negative
"And finally, 5) Russia is already firing off rounds at a far greater rate than Ukraine is, so they have more room t… https://t.co/5Tak8PhuUS",Negative
RT @JohnWil27438671: Sweden to deliver its biggest military aid package yet to Ukraine - Reuters https://t.co/mKurJwC9aZ,Positive
@Faytuks You can directly say you support Putin missile Ukraine. You agree Putin completely destroy Ukraine. Becaus… https://t.co/C18REQ1AZt,Positive
"@Nigel_Farage Oh for goodness sake get a grip!!
Tell us who you support- Ukraine or Russia?
A non reply would tell us all",Negative
"RT @EndWokeness: The midterms were less than a week ago. Since then: 

-Student loan forgiveness blocked
-Biden admits that he can’t do any…",Positive
"RT @sumlenny: If Russia wanted to test the NATO response, they would do exactly this. Hitting something with no military value, with a miss…",Negative
@ChristopherJM @NoVA_Campaigns This is not Ukraine’s fault. Russia bears responsibility for what happened in Poland… https://t.co/aY1HeLWvuI,Negative
Strikes on the energy infrastructure of #Ukraine have caused the serious damages on November 15. By the morning of… https://t.co/KB3aOEFJvY,Positive
RT @cgtnamerica: Poland and NATO announced on Wednesday that a missile that struck Poland was likely a stray shot by Ukraine's air defenses…,Negative
"@Reuters Swept up? Unless she's a streetsweeper in Ukraine dodging nissles and gunfire, I don't see it.",Negative
@ukraine_map Ukraine still has that many S-300 launchers?,Negative
